GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo,649,0,84,0,140,0,47,0,5,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo.AlignChange,18,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergePublishMojo,14,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,StignoreWorkspaceMojo,9,282,1,3,2,36,1,8,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonDraftMojo,1130,0,116,0,228,0,65,0,7,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,VerifyWorkspaceMojo,1077,656,103,39,272,162,70,22,3,14
IKE Workspace Maven Plugin,network.ike.plugin.ws,PostMutationSync,0,7,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCascadeFoundationPublishMojo.OutcomeKind,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo,1252,1028,180,122,271,205,117,52,6,11
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSetParentDraftMojo,669,0,64,0,159,0,37,0,5,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Conflicts,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeaturePublishMojo,9,0,0,0,4,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo.BranchChange,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.PropertyReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspacePublishMojo,9,0,0,0,4,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsVersionsUpgradeDraftMojo.Counts,20,0,0,0,2,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport,412,144,48,11,75,27,31,8,2,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan,0,15,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,InitWorkspaceMojo,753,772,59,35,142,178,46,24,3,20
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo.AlignCheck,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesDraftMojo,0,11,0,0,0,5,0,3,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo,2107,1347,194,114,459,264,133,62,19,22
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsHelpMojo.GoalInfo,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AheadOnly,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector,0,197,2,26,0,54,2,13,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo,364,0,28,0,96,0,18,0,4,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSetParentPublishMojo,54,0,8,0,15,0,6,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointPublishMojo,7,42,0,0,3,12,0,3,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCascadeFoundationPublishMojo.Outcome,1,52,1,1,0,6,1,5,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Finding,0,24,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Skipped,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.FastForwarded,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashDraftMojo,124,655,23,63,24,139,20,29,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRefreshMainMojo,311,0,23,0,43,0,18,0,4,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Status,0,52,0,0,0,11,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,MavenWrapper,0,119,0,8,0,32,0,9,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSetParentDraftMojo.SkippedSubproject,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashPublishMojo,14,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAdoptRootMojo,100,312,9,15,22,73,8,7,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner,5,120,3,9,1,26,3,4,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomModel,108,156,20,12,24,38,18,18,6,14
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Observation,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsPostReleaseMojo,430,0,22,0,100,0,13,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner.PomSiteSurvey,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeatureDraftMojo,213,531,18,34,47,100,13,15,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.SubprojectRoot,0,17,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,YamlDepsSync,23,225,7,21,9,54,7,10,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.GA,0,15,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo,365,909,33,55,68,187,26,31,2,11
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckpointSupport,46,76,1,1,4,11,1,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.ArtifactReleaseIntent,0,49,0,2,0,8,0,2,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseNotesMojo,104,0,8,0,19,0,7,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldDraftMojo,232,0,22,0,55,0,14,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.CreatedFromRemote,6,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomParentSupport.ParentInfo,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspaceMojo,624,0,60,0,131,0,38,0,8,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRemoveMojo,361,0,28,0,85,0,20,0,6,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ArtifactReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo.CascadeGapRow,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo.DriftRow,18,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReportLog,143,46,0,0,30,12,21,5,21,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsVersionsUpgradePublishMojo,762,0,74,0,178,0,48,0,11,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsFixMojo,379,0,44,0,99,0,28,0,6,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleasePublishMojo,9,0,0,0,4,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonPublishMojo,9,0,0,0,4,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorWalker,0,116,1,13,0,28,1,8,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldPublishMojo,9,0,0,0,4,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,OverviewWorkspaceMojo,443,813,41,51,81,155,32,22,4,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},159,20,21,1,42,4,11,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},158,53,11,5,38,12,7,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},70,50,3,3,16,8,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},5,117,3,7,2,26,3,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},75,64,5,7,18,13,4,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},10,48,2,4,2,9,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},86,6,6,0,18,1,4,1,1,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},69,142,7,13,16,32,7,7,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult.Failure,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult,0,121,0,10,0,21,0,9,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,Preflight,0,36,0,2,0,6,0,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightContext,0,31,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition,29,537,19,71,7,125,19,42,0,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState.Action,0,70,0,0,0,13,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState,13,167,4,6,6,39,3,9,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsOperations,823,1071,49,47,139,184,55,53,23,37
