GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonDraftMojo,541,689,77,57,108,143,55,22,2,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,PostMutationSync,0,27,0,4,0,8,0,3,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo,29,326,7,39,8,74,8,21,1,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Conflicts,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeaturePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.PropertyReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspacePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorPom,34,328,16,34,10,70,14,24,0,13
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport,277,494,43,52,50,97,31,34,1,14
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan,0,15,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesDraftMojo,186,1225,46,152,33,241,39,77,1,15
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo.PushRow,0,103,0,0,0,8,0,5,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo,2196,1523,207,125,480,296,141,70,19,26
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsHelpMojo.GoalInfo,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AheadOnly,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector,0,197,2,26,0,54,2,13,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo,110,789,22,81,20,151,22,47,0,16
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointPublishMojo,128,110,6,8,32,35,5,9,1,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Finding,0,24,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Skipped,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,SiblingBaseResolution,0,26,1,5,0,6,1,3,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.FastForwarded,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashDraftMojo,261,1634,66,196,52,344,59,84,2,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,DependencyVersionAligner.Result,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRefreshMainMojo,172,235,21,12,19,42,15,8,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Status,0,52,0,0,0,11,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,MavenWrapper,6,248,3,19,1,70,3,18,0,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkingSetReportTable.Row,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashPublishMojo,17,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner,5,120,3,9,1,26,3,4,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseStatusMojo.MemberFinding,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomModel,108,156,20,12,24,38,18,18,6,14
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Observation,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsPostReleaseMojo,187,507,24,28,49,105,21,9,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner.PomSiteSurvey,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeatureDraftMojo,222,599,22,60,51,133,17,27,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.SubprojectRoot,0,17,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitDraftMojo.RepoStatus,21,0,2,0,3,0,4,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PullWorkspaceMojo.Outcome,0,33,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,YamlDepsSync,21,231,5,23,9,55,5,12,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.GA,0,15,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo,357,1193,44,82,70,247,33,48,2,16
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceReportException,0,10,0,0,0,4,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckpointSupport,46,76,1,1,4,11,1,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.ArtifactReleaseIntent,0,49,0,2,0,8,0,2,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseNotesMojo,105,0,8,0,18,0,7,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,AuthoredCommit,0,27,0,0,0,5,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldDraftMojo,1018,179,92,20,240,46,57,18,9,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.CreatedFromRemote,6,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,GoalBehavior,0,46,0,0,0,7,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomParentSupport.ParentInfo,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspaceMojo,95,633,16,50,20,129,19,30,3,13
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRemoveMojo,88,298,17,17,15,68,15,7,1,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,TreePreflight,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ArtifactReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo.CascadeGapRow,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldInitMojo,415,231,55,29,79,57,34,17,2,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo.DriftRow,0,24,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashDraftMojo.SquashKind,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitPublishMojo,121,497,13,67,28,123,13,35,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,DependencyVersionAligner,6,92,1,9,1,19,1,9,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleasePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ParkSupport,19,128,1,1,5,39,1,6,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkingSetReportTable,0,129,0,16,0,24,0,15,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonPublishMojo,0,9,0,0,0,3,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorWalker,0,116,1,13,0,28,1,8,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,OverviewWorkspaceMojo,407,613,57,43,76,119,37,18,1,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,WorkspaceBootstrap.Params,0,36,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,SubprojectInitializer,568,1137,70,54,115,232,52,35,3,22
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,ClaudeMdMerge.Result,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,WorkspaceBootstrap,614,953,23,37,114,193,24,19,5,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,ClaudeMdMerge,0,317,4,42,0,66,4,24,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,ClaudeMdMerge.Section,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,SubprojectInitializer.Result,11,29,7,1,0,2,4,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.verify,WorkspaceVerifier,873,600,79,31,223,143,56,21,2,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},165,20,21,1,44,4,11,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},4,181,3,21,0,39,3,11,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},158,53,11,5,38,12,7,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},70,50,3,3,16,8,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},5,117,3,7,2,26,3,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},75,64,5,7,18,13,4,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},10,48,2,4,2,9,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},50,42,3,3,11,8,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},58,155,2,18,14,34,3,11,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult.Failure,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult,0,121,0,10,0,21,0,9,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,Preflight,0,36,0,2,0,6,0,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightContext,0,31,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition,34,566,20,72,9,128,20,43,0,17
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler,476,727,76,60,130,165,52,34,2,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler.GitignoreSection,0,15,0,0,0,3,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler.Run,11,0,0,0,3,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler.FieldChange,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler.FieldChange,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,WorkspaceContext,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler.Drift,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FeatureVersionReconciler.Change,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,Reconciler,2,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,CheatsheetReconciler,20,183,3,20,7,50,3,17,0,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.ComponentVersion,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReconcilerRegistry,0,32,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,MavenWrapperReconciler,23,225,7,25,9,52,7,15,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.AlignChange,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ExtensionsXmlReconciler,161,3,22,0,47,1,17,1,6,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler,1147,516,161,63,288,99,102,36,18,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler,402,3,44,0,99,1,30,1,8,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.Plan,0,22,0,0,0,6,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,WorkspaceClaudeMdReconciler,16,122,2,10,8,32,2,12,0,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler.Plan,15,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FeatureVersionReconciler,30,277,9,23,13,64,9,14,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,MavenWrapperReconciler.Change,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReconcilerOptions,7,18,0,0,1,3,1,3,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReactorSubprojectsReconciler,36,259,7,23,12,62,6,17,0,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,DriftReport,0,164,3,11,0,26,3,8,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler,360,214,52,18,82,52,36,11,3,9
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState.Action,0,77,0,0,0,14,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsOperations.SyncOutcome,0,16,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState,13,167,4,6,6,39,3,9,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsOperations,386,2011,34,88,101,321,32,107,5,73
